"Town/County","FIPS","Year","Unit Type","Measure Type","Variable","Value"
"Redding","0900163480","2009-2013","Detached","Percent","Housing Units",84.9
"Redding","0900163480","2009-2013","Detached","Percent","Margins of Error",2.7
"Redding","0900163480","2010-2014","Total","Number","Housing Units",3932
"Redding","0900163480","2010-2014","Total","Number","Margins of Error",152
"Redding","0900163480","2010-2014","Detached","Number","Housing Units",3269
"Redding","0900163480","2010-2014","Detached","Number","Margins of Error",181
"Redding","0900163480","2010-2014","Detached","Percent","Housing Units",83.1
"Redding","0900163480","2010-2014","Detached","Percent","Margins of Error",2.9
"Redding","0900163480","2011-2015","Total","Number","Housing Units",3963
"Redding","0900163480","2011-2015","Total","Number","Margins of Error",183
"Redding","0900163480","2011-2015","Detached","Number","Housing Units",3398
"Redding","0900163480","2011-2015","Detached","Number","Margins of Error",181
"Redding","0900163480","2011-2015","Detached","Percent","Housing Units",85.7
"Redding","0900163480","2011-2015","Detached","Percent","Margins of Error",2.6
"Redding","0900163480","2012-2016","Total","Number","Housing Units",3910
"Redding","0900163480","2012-2016","Total","Number","Margins of Error",174
"Redding","0900163480","2012-2016","Detached","Number","Housing Units",3396
"Redding","0900163480","2012-2016","Detached","Number","Margins of Error",164
"Redding","0900163480","2012-2016","Detached","Percent","Housing Units",86.9
"Redding","0900163480","2012-2016","Detached","Percent","Margins of Error",2.8
"Ridgefield","0900163970","2006-2010","Total","Number","Housing Units",8902
"Ridgefield","0900163970","2006-2010","Total","Number","Margins of Error",203
"Ridgefield","0900163970","2006-2010","Detached","Number","Housing Units",7299
"Ridgefield","0900163970","2006-2010","Detached","Number","Margins of Error",253
"Ridgefield","0900163970","2006-2010","Detached","Percent","Housing Units",82
"Ridgefield","0900163970","2006-2010","Detached","Percent","Margins of Error",1.9
"Ridgefield","0900163970","2007-2011","Total","Number","Housing Units",8948
"Ridgefield","0900163970","2007-2011","Total","Number","Margins of Error",239
"Ridgefield","0900163970","2007-2011","Detached","Number","Housing Units",7321
"Ridgefield","0900163970","2007-2011","Detached","Number","Margins of Error",252
"Ridgefield","0900163970","2007-2011","Detached","Percent","Housing Units",81.8
"Ridgefield","0900163970","2007-2011","Detached","Percent","Margins of Error",2
"Ridgefield","0900163970","2008-2012","Total","Number","Housing Units",9024
"Ridgefield","0900163970","2008-2012","Total","Number","Margins of Error",195
"Ridgefield","0900163970","2008-2012","Detached","Number","Housing Units",7325
"Ridgefield","0900163970","2008-2012","Detached","Number","Margins of Error",257
"Ridgefield","0900163970","2008-2012","Detached","Percent","Housing Units",81.2
"Ridgefield","0900163970","2008-2012","Detached","Percent","Margins of Error",2.1
"Ridgefield","0900163970","2009-2013","Total","Number","Housing Units",9100
"Ridgefield","0900163970","2009-2013","Total","Number","Margins of Error",248
"Ridgefield","0900163970","2009-2013","Detached","Number","Housing Units",7413
"Ridgefield","0900163970","2009-2013","Detached","Number","Margins of Error",265
"Ridgefield","0900163970","2009-2013","Detached","Percent","Housing Units",81.5
"Ridgefield","0900163970","2009-2013","Detached","Percent","Margins of Error",1.9
"Ridgefield","0900163970","2010-2014","Total","Number","Housing Units",9320
"Ridgefield","0900163970","2010-2014","Total","Number","Margins of Error",241
"Ridgefield","0900163970","2010-2014","Detached","Number","Housing Units",7599
"Ridgefield","0900163970","2010-2014","Detached","Number","Margins of Error",262
"Ridgefield","0900163970","2010-2014","Detached","Percent","Housing Units",81.5
"Ridgefield","0900163970","2010-2014","Detached","Percent","Margins of Error",1.8
"Ridgefield","0900163970","2011-2015","Total","Number","Housing Units",9460
"Ridgefield","0900163970","2011-2015","Total","Number","Margins of Error",270
"Ridgefield","0900163970","2011-2015","Detached","Number","Housing Units",7661
"Ridgefield","0900163970","2011-2015","Detached","Number","Margins of Error",251
"Ridgefield","0900163970","2011-2015","Detached","Percent","Housing Units",81
"Ridgefield","0900163970","2011-2015","Detached","Percent","Margins of Error",1.9
"Ridgefield","0900163970","2012-2016","Total","Number","Housing Units",9446
"Ridgefield","0900163970","2012-2016","Total","Number","Margins of Error",231
"Ridgefield","0900163970","2012-2016","Detached","Number","Housing Units",7583
"Ridgefield","0900163970","2012-2016","Detached","Number","Margins of Error",260
"Ridgefield","0900163970","2012-2016","Detached","Percent","Housing Units",80.3
"Ridgefield","0900163970","2012-2016","Detached","Percent","Margins of Error",2.1
"Rocky Hill","0900365370","2006-2010","Total","Number","Housing Units",8567
"Rocky Hill","0900365370","2006-2010","Total","Number","Margins of Error",398
"Rocky Hill","0900365370","2006-2010","Detached","Number","Housing Units",3945
"Rocky Hill","0900365370","2006-2010","Detached","Number","Margins of Error",250
"Rocky Hill","0900365370","2006-2010","Detached","Percent","Housing Units",46
"Rocky Hill","0900365370","2006-2010","Detached","Percent","Margins of Error",2.6
"Rocky Hill","0900365370","2007-2011","Total","Number","Housing Units",8443
"Rocky Hill","0900365370","2007-2011","Total","Number","Margins of Error",371
"Rocky Hill","0900365370","2007-2011","Detached","Number","Housing Units",3936
"Rocky Hill","0900365370","2007-2011","Detached","Number","Margins of Error",277
"Rocky Hill","0900365370","2007-2011","Detached","Percent","Housing Units",46.6
"Rocky Hill","0900365370","2007-2011","Detached","Percent","Margins of Error",2.9
"Rocky Hill","0900365370","2008-2012","Total","Number","Housing Units",8636
"Rocky Hill","0900365370","2008-2012","Total","Number","Margins of Error",316
"Rocky Hill","0900365370","2008-2012","Detached","Number","Housing Units",4242
"Rocky Hill","0900365370","2008-2012","Detached","Number","Margins of Error",291
"Rocky Hill","0900365370","2008-2012","Detached","Percent","Housing Units",49.1
"Rocky Hill","0900365370","2008-2012","Detached","Percent","Margins of Error",2.9
"Rocky Hill","0900365370","2009-2013","Total","Number","Housing Units",8539
"Rocky Hill","0900365370","2009-2013","Total","Number","Margins of Error",363
"Rocky Hill","0900365370","2009-2013","Detached","Number","Housing Units",4181
"Rocky Hill","0900365370","2009-2013","Detached","Number","Margins of Error",274
"Rocky Hill","0900365370","2009-2013","Detached","Percent","Housing Units",49
"Rocky Hill","0900365370","2009-2013","Detached","Percent","Margins of Error",2.8
"Rocky Hill","0900365370","2010-2014","Total","Number","Housing Units",8553
"Rocky Hill","0900365370","2010-2014","Total","Number","Margins of Error",392
"Rocky Hill","0900365370","2010-2014","Detached","Number","Housing Units",4089
"Rocky Hill","0900365370","2010-2014","Detached","Number","Margins of Error",249
"Rocky Hill","0900365370","2010-2014","Detached","Percent","Housing Units",47.8
"Rocky Hill","0900365370","2010-2014","Detached","Percent","Margins of Error",2.4
"Rocky Hill","0900365370","2011-2015","Total","Number","Housing Units",8408
"Rocky Hill","0900365370","2011-2015","Total","Number","Margins of Error",317
"Rocky Hill","0900365370","2011-2015","Detached","Number","Housing Units",4028
"Rocky Hill","0900365370","2011-2015","Detached","Number","Margins of Error",254
"Rocky Hill","0900365370","2011-2015","Detached","Percent","Housing Units",47.9
"Rocky Hill","0900365370","2011-2015","Detached","Percent","Margins of Error",2.8
"Rocky Hill","0900365370","2012-2016","Total","Number","Housing Units",8788
"Rocky Hill","0900365370","2012-2016","Total","Number","Margins of Error",376
"Rocky Hill","0900365370","2012-2016","Detached","Number","Housing Units",4207
"Rocky Hill","0900365370","2012-2016","Detached","Number","Margins of Error",293
"Rocky Hill","0900365370","2012-2016","Detached","Percent","Housing Units",47.9
"Rocky Hill","0900365370","2012-2016","Detached","Percent","Margins of Error",3.1
"Roxbury","0900565930","2006-2010","Total","Number","Housing Units",1165
"Roxbury","0900565930","2006-2010","Total","Number","Margins of Error",56
"Roxbury","0900565930","2006-2010","Detached","Number","Housing Units",1137
"Roxbury","0900565930","2006-2010","Detached","Number","Margins of Error",57
"Roxbury","0900565930","2006-2010","Detached","Percent","Housing Units",97.6
"Roxbury","0900565930","2006-2010","Detached","Percent","Margins of Error",1.7
"Roxbury","0900565930","2007-2011","Total","Number","Housing Units",1188
"Roxbury","0900565930","2007-2011","Total","Number","Margins of Error",67
"Roxbury","0900565930","2007-2011","Detached","Number","Housing Units",1148
"Roxbury","0900565930","2007-2011","Detached","Number","Margins of Error",67
"Roxbury","0900565930","2007-2011","Detached","Percent","Housing Units",96.6
"Roxbury","0900565930","2007-2011","Detached","Percent","Margins of Error",1.9
"Roxbury","0900565930","2008-2012","Total","Number","Housing Units",1185
"Roxbury","0900565930","2008-2012","Total","Number","Margins of Error",48
"Roxbury","0900565930","2008-2012","Detached","Number","Housing Units",1151
"Roxbury","0900565930","2008-2012","Detached","Number","Margins of Error",50
"Roxbury","0900565930","2008-2012","Detached","Percent","Housing Units",97.1
"Roxbury","0900565930","2008-2012","Detached","Percent","Margins of Error",1.9
"Roxbury","0900565930","2009-2013","Total","Number","Housing Units",1181
"Roxbury","0900565930","2009-2013","Total","Number","Margins of Error",45
"Roxbury","0900565930","2009-2013","Detached","Number","Housing Units",1149
"Roxbury","0900565930","2009-2013","Detached","Number","Margins of Error",48
"Roxbury","0900565930","2009-2013","Detached","Percent","Housing Units",97.3
"Roxbury","0900565930","2009-2013","Detached","Percent","Margins of Error",1.8
"Roxbury","0900565930","2010-2014","Total","Number","Housing Units",1197
"Roxbury","0900565930","2010-2014","Total","Number","Margins of Error",44
"Roxbury","0900565930","2010-2014","Detached","Number","Housing Units",1162
"Roxbury","0900565930","2010-2014","Detached","Number","Margins of Error",49
"Roxbury","0900565930","2010-2014","Detached","Percent","Housing Units",97.1
"Roxbury","0900565930","2010-2014","Detached","Percent","Margins of Error",1.9
"Roxbury","0900565930","2011-2015","Total","Number","Housing Units",1209
"Roxbury","0900565930","2011-2015","Total","Number","Margins of Error",35
"Roxbury","0900565930","2011-2015","Detached","Number","Housing Units",1165
"Roxbury","0900565930","2011-2015","Detached","Number","Margins of Error",43
"Roxbury","0900565930","2011-2015","Detached","Percent","Housing Units",96.4
"Roxbury","0900565930","2011-2015","Detached","Percent","Margins of Error",2.4
"Roxbury","0900565930","2012-2016","Total","Number","Housing Units",1210
"Roxbury","0900565930","2012-2016","Total","Number","Margins of Error",47
"Roxbury","0900565930","2012-2016","Detached","Number","Housing Units",1168
"Roxbury","0900565930","2012-2016","Detached","Number","Margins of Error",45
"Roxbury","0900565930","2012-2016","Detached","Percent","Housing Units",96.5
"Roxbury","0900565930","2012-2016","Detached","Percent","Margins of Error",2.3
"Salem","0901166210","2006-2010","Total","Number","Housing Units",1802
"Salem","0901166210","2006-2010","Total","Number","Margins of Error",97
"Salem","0901166210","2006-2010","Detached","Number","Housing Units",1546
"Salem","0901166210","2006-2010","Detached","Number","Margins of Error",130
"Salem","0901166210","2006-2010","Detached","Percent","Housing Units",85.8
"Salem","0901166210","2006-2010","Detached","Percent","Margins of Error",5
"Salem","0901166210","2007-2011","Total","Number","Housing Units",1773
"Salem","0901166210","2007-2011","Total","Number","Margins of Error",100
"Salem","0901166210","2007-2011","Detached","Number","Housing Units",1519
"Salem","0901166210","2007-2011","Detached","Number","Margins of Error",100
"Salem","0901166210","2007-2011","Detached","Percent","Housing Units",85.7
"Salem","0901166210","2007-2011","Detached","Percent","Margins of Error",5.2
"Salem","0901166210","2008-2012","Total","Number","Housing Units",1796
"Salem","0901166210","2008-2012","Total","Number","Margins of Error",88
"Salem","0901166210","2008-2012","Detached","Number","Housing Units",1552
"Salem","0901166210","2008-2012","Detached","Number","Margins of Error",112
"Salem","0901166210","2008-2012","Detached","Percent","Housing Units",86.4
"Salem","0901166210","2008-2012","Detached","Percent","Margins of Error",5.4
"Salem","0901166210","2009-2013","Total","Number","Housing Units",1740
"Salem","0901166210","2009-2013","Total","Number","Margins of Error",104
"Salem","0901166210","2009-2013","Detached","Number","Housing Units",1565
"Salem","0901166210","2009-2013","Detached","Number","Margins of Error",117
"Salem","0901166210","2009-2013","Detached","Percent","Housing Units",89.9
"Salem","0901166210","2009-2013","Detached","Percent","Margins of Error",5.3
"Salem","0901166210","2010-2014","Total","Number","Housing Units",1693
"Salem","0901166210","2010-2014","Total","Number","Margins of Error",95
"Salem","0901166210","2010-2014","Detached","Number","Housing Units",1567
"Salem","0901166210","2010-2014","Detached","Number","Margins of Error",99
"Salem","0901166210","2010-2014","Detached","Percent","Housing Units",92.6
"Salem","0901166210","2010-2014","Detached","Percent","Margins of Error",4.2
"Salem","0901166210","2011-2015","Total","Number","Housing Units",1672
"Salem","0901166210","2011-2015","Total","Number","Margins of Error",99
"Salem","0901166210","2011-2015","Detached","Number","Housing Units",1565
"Salem","0901166210","2011-2015","Detached","Number","Margins of Error",100
"Salem","0901166210","2011-2015","Detached","Percent","Housing Units",93.6
"Salem","0901166210","2011-2015","Detached","Percent","Margins of Error",3.2
"Salem","0901166210","2012-2016","Total","Number","Housing Units",1692
"Salem","0901166210","2012-2016","Total","Number","Margins of Error",105
"Salem","0901166210","2012-2016","Detached","Number","Housing Units",1568
"Salem","0901166210","2012-2016","Detached","Number","Margins of Error",115
"Salem","0901166210","2012-2016","Detached","Percent","Housing Units",92.7
"Salem","0901166210","2012-2016","Detached","Percent","Margins of Error",3.6
"Salisbury","0900566420","2006-2010","Total","Number","Housing Units",2375
"Salisbury","0900566420","2006-2010","Total","Number","Margins of Error",243
"Salisbury","0900566420","2006-2010","Detached","Number","Housing Units",2049
"Salisbury","0900566420","2006-2010","Detached","Number","Margins of Error",255
"Salisbury","0900566420","2006-2010","Detached","Percent","Housing Units",86.3
"Salisbury","0900566420","2006-2010","Detached","Percent","Margins of Error",6
"Salisbury","0900566420","2007-2011","Total","Number","Housing Units",2293
"Salisbury","0900566420","2007-2011","Total","Number","Margins of Error",189
"Salisbury","0900566420","2007-2011","Detached","Number","Housing Units",2008
"Salisbury","0900566420","2007-2011","Detached","Number","Margins of Error",224
"Salisbury","0900566420","2007-2011","Detached","Percent","Housing Units",87.6
"Salisbury","0900566420","2007-2011","Detached","Percent","Margins of Error",5.2
"Salisbury","0900566420","2008-2012","Total","Number","Housing Units",2377
"Salisbury","0900566420","2008-2012","Total","Number","Margins of Error",199
"Salisbury","0900566420","2008-2012","Detached","Number","Housing Units",2055
"Salisbury","0900566420","2008-2012","Detached","Number","Margins of Error",251
"Salisbury","0900566420","2008-2012","Detached","Percent","Housing Units",86.5
"Salisbury","0900566420","2008-2012","Detached","Percent","Margins of Error",5.7
"Salisbury","0900566420","2009-2013","Total","Number","Housing Units",2446
"Salisbury","0900566420","2009-2013","Total","Number","Margins of Error",206
"Salisbury","0900566420","2009-2013","Detached","Number","Housing Units",2158
"Salisbury","0900566420","2009-2013","Detached","Number","Margins of Error",233
"Salisbury","0900566420","2009-2013","Detached","Percent","Housing Units",88.2
"Salisbury","0900566420","2009-2013","Detached","Percent","Margins of Error",4.6
"Salisbury","0900566420","2010-2014","Total","Number","Housing Units",2478
"Salisbury","0900566420","2010-2014","Total","Number","Margins of Error",187
"Salisbury","0900566420","2010-2014","Detached","Number","Housing Units",2114
"Salisbury","0900566420","2010-2014","Detached","Number","Margins of Error",225
"Salisbury","0900566420","2010-2014","Detached","Percent","Housing Units",85.3
"Salisbury","0900566420","2010-2014","Detached","Percent","Margins of Error",5.1
"Salisbury","0900566420","2011-2015","Total","Number","Housing Units",2439
"Salisbury","0900566420","2011-2015","Total","Number","Margins of Error",185
"Salisbury","0900566420","2011-2015","Detached","Number","Housing Units",2016
"Salisbury","0900566420","2011-2015","Detached","Number","Margins of Error",222
"Salisbury","0900566420","2011-2015","Detached","Percent","Housing Units",82.7
"Salisbury","0900566420","2011-2015","Detached","Percent","Margins of Error",6.2
"Salisbury","0900566420","2012-2016","Total","Number","Housing Units",2723
"Salisbury","0900566420","2012-2016","Total","Number","Margins of Error",172
"Salisbury","0900566420","2012-2016","Detached","Number","Housing Units",2189
"Salisbury","0900566420","2012-2016","Detached","Number","Margins of Error",205
"Salisbury","0900566420","2012-2016","Detached","Percent","Housing Units",80.4
"Salisbury","0900566420","2012-2016","Detached","Percent","Margins of Error",5.9
"Scotland","0901567400","2006-2010","Total","Number","Housing Units",652
"Scotland","0901567400","2006-2010","Total","Number","Margins of Error",36
"Scotland","0901567400","2006-2010","Detached","Number","Housing Units",629
"Scotland","0901567400","2006-2010","Detached","Number","Margins of Error",38
"Scotland","0901567400","2006-2010","Detached","Percent","Housing Units",96.5
"Scotland","0901567400","2006-2010","Detached","Percent","Margins of Error",3
"Scotland","0901567400","2007-2011","Total","Number","Housing Units",657
"Scotland","0901567400","2007-2011","Total","Number","Margins of Error",30
"Scotland","0901567400","2007-2011","Detached","Number","Housing Units",623
"Scotland","0901567400","2007-2011","Detached","Number","Margins of Error",34
"Scotland","0901567400","2007-2011","Detached","Percent","Housing Units",94.8
"Scotland","0901567400","2007-2011","Detached","Percent","Margins of Error",2.9
"Scotland","0901567400","2008-2012","Total","Number","Housing Units",657
"Scotland","0901567400","2008-2012","Total","Number","Margins of Error",35
"Scotland","0901567400","2008-2012","Detached","Number","Housing Units",620
"Scotland","0901567400","2008-2012","Detached","Number","Margins of Error",39
"Scotland","0901567400","2008-2012","Detached","Percent","Housing Units",94.4
"Scotland","0901567400","2008-2012","Detached","Percent","Margins of Error",3.2
"Scotland","0901567400","2009-2013","Total","Number","Housing Units",647
"Scotland","0901567400","2009-2013","Total","Number","Margins of Error",38
"Scotland","0901567400","2009-2013","Detached","Number","Housing Units",582
"Scotland","0901567400","2009-2013","Detached","Number","Margins of Error",44
"Scotland","0901567400","2009-2013","Detached","Percent","Housing Units",90
"Scotland","0901567400","2009-2013","Detached","Percent","Margins of Error",5.1
"Scotland","0901567400","2010-2014","Total","Number","Housing Units",648
"Scotland","0901567400","2010-2014","Total","Number","Margins of Error",32
"Scotland","0901567400","2010-2014","Detached","Number","Housing Units",575
"Scotland","0901567400","2010-2014","Detached","Number","Margins of Error",39
"Scotland","0901567400","2010-2014","Detached","Percent","Housing Units",88.7
"Scotland","0901567400","2010-2014","Detached","Percent","Margins of Error",4.5
"Scotland","0901567400","2011-2015","Total","Number","Housing Units",646
"Scotland","0901567400","2011-2015","Total","Number","Margins of Error",31
"Scotland","0901567400","2011-2015","Detached","Number","Housing Units",565
"Scotland","0901567400","2011-2015","Detached","Number","Margins of Error",41
"Scotland","0901567400","2011-2015","Detached","Percent","Housing Units",87.5
"Scotland","0901567400","2011-2015","Detached","Percent","Margins of Error",4.7
"Scotland","0901567400","2012-2016","Total","Number","Housing Units",664
"Scotland","0901567400","2012-2016","Total","Number","Margins of Error",35
"Scotland","0901567400","2012-2016","Detached","Number","Housing Units",604
"Scotland","0901567400","2012-2016","Detached","Number","Margins of Error",38
"Scotland","0901567400","2012-2016","Detached","Percent","Housing Units",91
"Scotland","0901567400","2012-2016","Detached","Percent","Margins of Error",4
"Seymour","0900967610","2006-2010","Total","Number","Housing Units",6750
"Seymour","0900967610","2006-2010","Total","Number","Margins of Error",218
"Seymour","0900967610","2006-2010","Detached","Number","Housing Units",4533
"Seymour","0900967610","2006-2010","Detached","Number","Margins of Error",288
"Seymour","0900967610","2006-2010","Detached","Percent","Housing Units",67.2
"Seymour","0900967610","2006-2010","Detached","Percent","Margins of Error",3.5
"Seymour","0900967610","2007-2011","Total","Number","Housing Units",6583
"Seymour","0900967610","2007-2011","Total","Number","Margins of Error",246
"Seymour","0900967610","2007-2011","Detached","Number","Housing Units",4583
"Seymour","0900967610","2007-2011","Detached","Number","Margins of Error",230
"Seymour","0900967610","2007-2011","Detached","Percent","Housing Units",69.6
"Seymour","0900967610","2007-2011","Detached","Percent","Margins of Error",3.4
"Seymour","0900967610","2008-2012","Total","Number","Housing Units",6647
"Seymour","0900967610","2008-2012","Total","Number","Margins of Error",254
"Seymour","0900967610","2008-2012","Detached","Number","Housing Units",4532
"Seymour","0900967610","2008-2012","Detached","Number","Margins of Error",247
"Seymour","0900967610","2008-2012","Detached","Percent","Housing Units",68.2
"Seymour","0900967610","2008-2012","Detached","Percent","Margins of Error",3.2
"Seymour","0900967610","2009-2013","Total","Number","Housing Units",6641
"Seymour","0900967610","2009-2013","Total","Number","Margins of Error",294
"Seymour","0900967610","2009-2013","Detached","Number","Housing Units",4638
"Seymour","0900967610","2009-2013","Detached","Number","Margins of Error",305
"Seymour","0900967610","2009-2013","Detached","Percent","Housing Units",69.8
"Seymour","0900967610","2009-2013","Detached","Percent","Margins of Error",3.5
"Seymour","0900967610","2010-2014","Total","Number","Housing Units",6590
"Seymour","0900967610","2010-2014","Total","Number","Margins of Error",290
"Seymour","0900967610","2010-2014","Detached","Number","Housing Units",4576
"Seymour","0900967610","2010-2014","Detached","Number","Margins of Error",324
"Seymour","0900967610","2010-2014","Detached","Percent","Housing Units",69.4
"Seymour","0900967610","2010-2014","Detached","Percent","Margins of Error",4.1
"Seymour","0900967610","2011-2015","Total","Number","Housing Units",6649
"Seymour","0900967610","2011-2015","Total","Number","Margins of Error",315
"Seymour","0900967610","2011-2015","Detached","Number","Housing Units",4507
"Seymour","0900967610","2011-2015","Detached","Number","Margins of Error",301
"Seymour","0900967610","2011-2015","Detached","Percent","Housing Units",67.8
"Seymour","0900967610","2011-2015","Detached","Percent","Margins of Error",3
"Seymour","0900967610","2012-2016","Total","Number","Housing Units",6619
"Seymour","0900967610","2012-2016","Total","Number","Margins of Error",260
"Seymour","0900967610","2012-2016","Detached","Number","Housing Units",4391
"Seymour","0900967610","2012-2016","Detached","Number","Margins of Error",311
"Seymour","0900967610","2012-2016","Detached","Percent","Housing Units",66.3
"Seymour","0900967610","2012-2016","Detached","Percent","Margins of Error",4
"Sharon","0900567960","2006-2010","Total","Number","Housing Units",1562
"Sharon","0900567960","2006-2010","Total","Number","Margins of Error",209
"Sharon","0900567960","2006-2010","Detached","Number","Housing Units",1387
"Sharon","0900567960","2006-2010","Detached","Number","Margins of Error",205
"Sharon","0900567960","2006-2010","Detached","Percent","Housing Units",88.8
"Sharon","0900567960","2006-2010","Detached","Percent","Margins of Error",5.3
"Sharon","0900567960","2007-2011","Total","Number","Housing Units",1682
"Sharon","0900567960","2007-2011","Total","Number","Margins of Error",145
"Sharon","0900567960","2007-2011","Detached","Number","Housing Units",1469
"Sharon","0900567960","2007-2011","Detached","Number","Margins of Error",173
"Sharon","0900567960","2007-2011","Detached","Percent","Housing Units",87.3
"Sharon","0900567960","2007-2011","Detached","Percent","Margins of Error",6.5
"Sharon","0900567960","2008-2012","Total","Number","Housing Units",1843
"Sharon","0900567960","2008-2012","Total","Number","Margins of Error",132
"Sharon","0900567960","2008-2012","Detached","Number","Housing Units",1636
"Sharon","0900567960","2008-2012","Detached","Number","Margins of Error",148
"Sharon","0900567960","2008-2012","Detached","Percent","Housing Units",88.8
"Sharon","0900567960","2008-2012","Detached","Percent","Margins of Error",6.2
"Sharon","0900567960","2009-2013","Total","Number","Housing Units",1768
"Sharon","0900567960","2009-2013","Total","Number","Margins of Error",142
"Sharon","0900567960","2009-2013","Detached","Number","Housing Units",1581
"Sharon","0900567960","2009-2013","Detached","Number","Margins of Error",162
"Sharon","0900567960","2009-2013","Detached","Percent","Housing Units",89.4
"Sharon","0900567960","2009-2013","Detached","Percent","Margins of Error",5.6
"Sharon","0900567960","2010-2014","Total","Number","Housing Units",1816
"Sharon","0900567960","2010-2014","Total","Number","Margins of Error",135
"Sharon","0900567960","2010-2014","Detached","Number","Housing Units",1617
"Sharon","0900567960","2010-2014","Detached","Number","Margins of Error",178
"Sharon","0900567960","2010-2014","Detached","Percent","Housing Units",89
"Sharon","0900567960","2010-2014","Detached","Percent","Margins of Error",6.5
"Sharon","0900567960","2011-2015","Total","Number","Housing Units",1943
"Sharon","0900567960","2011-2015","Total","Number","Margins of Error",143
"Sharon","0900567960","2011-2015","Detached","Number","Housing Units",1779
"Sharon","0900567960","2011-2015","Detached","Number","Margins of Error",154
"Sharon","0900567960","2011-2015","Detached","Percent","Housing Units",91.6
"Sharon","0900567960","2011-2015","Detached","Percent","Margins of Error",4.2
"Sharon","0900567960","2012-2016","Total","Number","Housing Units",1975
"Sharon","0900567960","2012-2016","Total","Number","Margins of Error",136
"Sharon","0900567960","2012-2016","Detached","Number","Housing Units",1789
"Sharon","0900567960","2012-2016","Detached","Number","Margins of Error",158
"Sharon","0900567960","2012-2016","Detached","Percent","Housing Units",90.6
"Sharon","0900567960","2012-2016","Detached","Percent","Margins of Error",4.8
"Shelton","0900168170","2006-2010","Total","Number","Housing Units",15459
"Shelton","0900168170","2006-2010","Total","Number","Margins of Error",430
"Shelton","0900168170","2006-2010","Detached","Number","Housing Units",10706
"Shelton","0900168170","2006-2010","Detached","Number","Margins of Error",399
"Shelton","0900168170","2006-2010","Detached","Percent","Housing Units",69.3
"Shelton","0900168170","2006-2010","Detached","Percent","Margins of Error",1.7
"Shelton","0900168170","2007-2011","Total","Number","Housing Units",15600
"Shelton","0900168170","2007-2011","Total","Number","Margins of Error",294
"Shelton","0900168170","2007-2011","Detached","Number","Housing Units",10733
"Shelton","0900168170","2007-2011","Detached","Number","Margins of Error",318
"Shelton","0900168170","2007-2011","Detached","Percent","Housing Units",68.8
"Shelton","0900168170","2007-2011","Detached","Percent","Margins of Error",1.8
"Shelton","0900168170","2008-2012","Total","Number","Housing Units",15858
"Shelton","0900168170","2008-2012","Total","Number","Margins of Error",309
"Shelton","0900168170","2008-2012","Detached","Number","Housing Units",10765
"Shelton","0900168170","2008-2012","Detached","Number","Margins of Error",368
"Shelton","0900168170","2008-2012","Detached","Percent","Housing Units",67.9
"Shelton","0900168170","2008-2012","Detached","Percent","Margins of Error",1.9
"Shelton","0900168170","2009-2013","Total","Number","Housing Units",15995
"Shelton","0900168170","2009-2013","Total","Number","Margins of Error",392
"Shelton","0900168170","2009-2013","Detached","Number","Housing Units",10612
"Shelton","0900168170","2009-2013","Detached","Number","Margins of Error",372
"Shelton","0900168170","2009-2013","Detached","Percent","Housing Units",66.3
"Shelton","0900168170","2009-2013","Detached","Percent","Margins of Error",1.9
"Shelton","0900168170","2010-2014","Total","Number","Housing Units",16200
"Shelton","0900168170","2010-2014","Total","Number","Margins of Error",307
"Shelton","0900168170","2010-2014","Detached","Number","Housing Units",10614
"Shelton","0900168170","2010-2014","Detached","Number","Margins of Error",378
"Shelton","0900168170","2010-2014","Detached","Percent","Housing Units",65.5
"Shelton","0900168170","2010-2014","Detached","Percent","Margins of Error",1.8
"Shelton","0900168170","2011-2015","Total","Number","Housing Units",16471
"Shelton","0900168170","2011-2015","Total","Number","Margins of Error",352
"Shelton","0900168170","2011-2015","Detached","Number","Housing Units",10890
"Shelton","0900168170","2011-2015","Detached","Number","Margins of Error",430
"Shelton","0900168170","2011-2015","Detached","Percent","Housing Units",66.1
"Shelton","0900168170","2011-2015","Detached","Percent","Margins of Error",2.1
"Shelton","0900168170","2012-2016","Total","Number","Housing Units",17041
"Shelton","0900168170","2012-2016","Total","Number","Margins of Error",439
"Shelton","0900168170","2012-2016","Detached","Number","Housing Units",11408
"Shelton","0900168170","2012-2016","Detached","Number","Margins of Error",407
"Shelton","0900168170","2012-2016","Detached","Percent","Housing Units",66.9
"Shelton","0900168170","2012-2016","Detached","Percent","Margins of Error",2
"Sherman","0900168310","2006-2010","Total","Number","Housing Units",1666
"Sherman","0900168310","2006-2010","Total","Number","Margins of Error",112
"Sherman","0900168310","2006-2010","Detached","Number","Housing Units",1619
"Sherman","0900168310","2006-2010","Detached","Number","Margins of Error",118
"Sherman","0900168310","2006-2010","Detached","Percent","Housing Units",97.2
"Sherman","0900168310","2006-2010","Detached","Percent","Margins of Error",2.7
"Sherman","0900168310","2007-2011","Total","Number","Housing Units",1698
"Sherman","0900168310","2007-2011","Total","Number","Margins of Error",105
"Sherman","0900168310","2007-2011","Detached","Number","Housing Units",1648
"Sherman","0900168310","2007-2011","Detached","Number","Margins of Error",115
"Sherman","0900168310","2007-2011","Detached","Percent","Housing Units",97.1
"Sherman","0900168310","2007-2011","Detached","Percent","Margins of Error",2.9
"Sherman","0900168310","2008-2012","Total","Number","Housing Units",1700
